customer_id,name,age,email,phone,country,amount,order_date,status,duplicate_flag
1088,Bob,68,bob@mail.com,phone123,UK,103.1,,,0
1059,Alice,32,,9876543210,UK,320.03,10/20/2023,Failed,0
1013,David,42,,phone123,,403.41,,,0
1008,Charlie,thirty,bob@mail.com,9999999999,UK,759.91,not_a_date,,1
1089,David,54,,12345,USA,103.1,not_a_date,,0
1052,David,45,wrong_format,9999999999,USA,897.99,,,0
1001,Bob,27,bob@mail.com,,India,403.41,not_a_date,Failed,0
1083,Charlie,56,,phone123,USA,453.13,10/20/2023,Completed,1
1091,David,34,bob@mail.com,phone123,UK,hundred,,Failed,0
1059,Alice,56,user@domain,phone123,USA,524.99,not_a_date,Completed,0
1070,Alice,39,alice@mail.com,9999999999,,177.17,,Completed,1
1043,Eve,43,bob@mail.com,,India,-50,10/20/2023,,1
1007,Charlie,61,alice@mail.com,12345,UK,822.17,not_a_date,Failed,0
1046,Charlie,42,,12345,India,800.36,10/20/2023,,0
1034,Eve,34,alice@mail.com,9999999999,UK,753.22,not_a_date,Failed,1
1077,David,30,bob@mail.com,phone123,,446.66,2024/15/01,,1
1080,Charlie,37,user@domain,9876543210,India,320.03,not_a_date,Completed,1
1035,Alice,42,,9999999999,,102.47,,,1
1049,Alice,21,bob@mail.com,9999999999,UK,396.82,not_a_date,Pending,1
1003,Bob,27,,,,134.99,10/20/2023,Pending,1
1001,Charlie,20,wrong_format,12345,India,43.05,10/20/2023,,1
1005,David,58,alice@mail.com,9999999999,,753.22,not_a_date,,0
1053,Eve,62,wrong_format,9999999999,,319.23,,,1
1003,Eve,35,bob@mail.com,phone123,India,350.23,2024/15/01,,1
1053,David,64,user@domain,phone123,,363.1,,Pending,0
1092,,53,,9876543210,,453.13,2024/15/01,,1
1062,,64,alice@mail.com,,,897.99,10/20/2023,Pending,1
1017,Bob,39,,9876543210,,457.18,,Completed,0
1089,Eve,51,bob@mail.com,phone123,,289.61,2024/15/01,,1
1043,Charlie,64,,12345,,524.99,not_a_date,,0
1033,Bob,25,alice@mail.com,phone123,,760.84,10/20/2023,Pending,0
1073,Charlie,57,bob@mail.com,,USA,453.13,not_a_date,Failed,0
1061,,66,,phone123,,898.21,10/20/2023,,0
1099,Alice,61,user@domain,,,759.91,,Completed,1
1013,Bob,36,bob@mail.com,,,822.17,,Completed,0
1094,Eve,59,bob@mail.com,,UK,369.47,10/20/2023,Failed,0
1047,Bob,58,user@domain,,UK,663.03,10/20/2023,Pending,1
1014,Bob,54,wrong_format,,,947.17,10/20/2023,,0
1071,Bob,23,alice@mail.com,12345,,457.18,,Pending,0
1077,,69,wrong_format,9876543210,,549.4,2024/15/01,Completed,0
1086,Bob,43,,9999999999,,262.94,not_a_date,Pending,0
1061,Charlie,51,user@domain,9876543210,USA,446.66,not_a_date,Completed,1
1039,Alice,,wrong_format,,UK,756.57,,Pending,0
1084,,62,bob@mail.com,12345,,27.77,not_a_date,Failed,1
1079,David,23,,phone123,,194.86,10/20/2023,,1
1081,Bob,54,,12345,USA,822.17,2024/15/01,Failed,0
1052,Eve,50,wrong_format,,USA,617.34,not_a_date,Failed,0
1023,Bob,-3,wrong_format,12345,,350.23,2024/15/01,,0
1025,Eve,39,user@domain,12345,India,403.41,10/20/2023,,0
1088,Charlie,38,alice@mail.com,,,453.13,not_a_date,,1
1059,Eve,23,wrong_format,12345,,,,,1
1040,David,23,wrong_format,9999999999,USA,,2024/15/01,Failed,1
1028,Alice,thirty,bob@mail.com,9999999999,USA,735.31,10/20/2023,Failed,0
1014,Eve,65,,12345,,hundred,2024/15/01,Completed,1
1044,Eve,21,alice@mail.com,phone123,,103.21,not_a_date,Completed,0
1064,Alice,47,bob@mail.com,,,562.24,not_a_date,,0
1088,David,28,user@domain,9999999999,USA,562.4,,,0
1070,Bob,47,user@domain,phone123,,396.82,10/20/2023,Completed,0
1008,Eve,48,wrong_format,12345,,369.47,10/20/2023,Completed,0
1087,Alice,41,wrong_format,phone123,,947.17,,Pending,1
1000,Charlie,thirty,user@domain,9876543210,India,453.13,,Pending,1
1007,Alice,26,wrong_format,9999999999,UK,556.99,10/20/2023,Completed,0
1087,Charlie,thirty,alice@mail.com,12345,India,350.23,2024/15/01,Pending,1
1062,David,20,wrong_format,,,800.36,2024/15/01,,0
1010,Bob,68,,12345,UK,-50,,,0
1080,Alice,48,wrong_format,,,897.99,2024/15/01,,0
1007,,57,bob@mail.com,12345,,663.03,10/20/2023,Completed,1
1034,,54,alice@mail.com,phone123,,363.1,not_a_date,Failed,0
1034,,53,bob@mail.com,phone123,USA,446.66,not_a_date,Completed,0
1032,Eve,41,bob@mail.com,phone123,,363.1,2024/15/01,Pending,1
1004,David,48,,9876543210,USA,524.99,,Failed,1
1040,Alice,23,alice@mail.com,,,735.31,,Pending,1
1027,,19,alice@mail.com,phone123,,617.34,,,0
1006,Eve,37,alice@mail.com,9876543210,USA,103.21,,Pending,0
1072,,45,alice@mail.com,,UK,562.24,,,1
1071,Alice,28,alice@mail.com,12345,India,,2024/15/01,,0
1011,Charlie,21,,9876543210,,262.94,not_a_date,Pending,1
1033,Alice,32,wrong_format,9999999999,,453.13,not_a_date,Pending,1
1032,,23,bob@mail.com,9876543210,,378.21,2024/15/01,,0
1047,Alice,150,alice@mail.com,9876543210,USA,319.23,,Failed,0
1022,Alice,66,wrong_format,,,103.21,2024/15/01,,1
1061,,47,wrong_format,12345,USA,457.18,not_a_date,,1
1087,David,,bob@mail.com,9999999999,,800.61,10/20/2023,,1
1036,Alice,55,,phone123,India,194.86,2024/15/01,Failed,1
1098,,68,user@domain,phone123,India,898.21,,,0
1043,Eve,19,user@domain,9876543210,India,203.65,not_a_date,Completed,1
1085,Charlie,32,wrong_format,,India,103.21,not_a_date,Completed,1
1090,Charlie,28,bob@mail.com,,India,103.1,not_a_date,Failed,1
1034,Alice,25,user@domain,phone123,India,617.34,not_a_date,,0
1064,David,43,wrong_format,9999999999,USA,446.66,,Pending,0
1098,David,68,,12345,,102.47,10/20/2023,Failed,1
10A5,Eve,62,user@domain,9999999999,,320.03,not_a_date,,0
1046,Alice,61,wrong_format,12345,India,378.21,2024/15/01,,0
1077,Charlie,22,wrong_format,phone123,USA,735.31,10/20/2023,Completed,0
1002,David,23,alice@mail.com,12345,USA,-50,not_a_date,,1
1000,Alice,43,,,USA,756.57,10/20/2023,Failed,1
1004,,150,alice@mail.com,9876543210,,511.98,2024/15/01,,0
1089,David,21,bob@mail.com,9876543210,,378.21,not_a_date,Failed,1
1013,,36,alice@mail.com,phone123,,947.17,2024/15/01,Pending,1
1026,,37,alice@mail.com,,UK,759.91,,Completed,0
1008,David,50,user@domain,9999999999,USA,457.18,not_a_date,,0
1078,Charlie,37,wrong_format,,UK,370.06,not_a_date,Failed,1
1014,Bob,66,,9876543210,India,170,not_a_date,,0
1089,,29,alice@mail.com,9876543210,India,103.21,not_a_date,Completed,1
1041,Eve,64,,,,947.17,,Pending,1
1076,Eve,18,alice@mail.com,,,378.21,not_a_date,Failed,0
1050,Charlie,43,bob@mail.com,9876543210,UK,822.17,10/20/2023,Pending,1
1062,David,31,alice@mail.com,9999999999,,hundred,not_a_date,Pending,1
1095,Alice,55,user@domain,phone123,,103.21,,,0
1051,David,54,wrong_format,phone123,India,617.34,not_a_date,,0
1095,Charlie,28,bob@mail.com,,,,10/20/2023,Failed,0
1003,Eve,53,alice@mail.com,phone123,,562.24,,,1
1093,David,30,,9876543210,India,898.21,,Failed,0
10A5,Eve,60,bob@mail.com,9876543210,UK,396.82,10/20/2023,,0
1022,,20,bob@mail.com,,India,319.23,10/20/2023,Pending,0
1014,Alice,50,alice@mail.com,,,947.17,10/20/2023,Completed,0
1042,,23,bob@mail.com,,UK,897.99,10/20/2023,Failed,1
1028,Eve,67,,9999999999,UK,hundred,10/20/2023,Failed,1
1035,Eve,,bob@mail.com,phone123,India,194.86,,,0
1012,Bob,27,,,,103.21,,Pending,1
1031,Bob,22,alice@mail.com,12345,,753.22,not_a_date,Pending,0
1070,,40,wrong_format,12345,,,not_a_date,,0
1058,,27,bob@mail.com,9876543210,USA,453.13,2024/15/01,Pending,1
1085,,61,wrong_format,phone123,,177.17,not_a_date,,1
1027,Bob,19,,,UK,103.21,not_a_date,Completed,0
1065,Eve,30,bob@mail.com,12345,,319.23,10/20/2023,Failed,0
1041,Charlie,57,user@domain,phone123,UK,177.17,10/20/2023,Completed,1
1044,,19,wrong_format,9876543210,UK,27.77,not_a_date,Failed,0
1061,Eve,37,bob@mail.com,9999999999,,27.77,2024/15/01,,1
1056,Charlie,18,wrong_format,phone123,UK,759.91,10/20/2023,Pending,0
1005,Charlie,54,bob@mail.com,phone123,UK,262.94,not_a_date,,0
1027,Bob,26,alice@mail.com,9999999999,USA,760.84,not_a_date,,1
1027,,34,wrong_format,phone123,,177.17,,Completed,1
1043,David,26,user@domain,9876543210,,735.31,2024/15/01,,1
1083,Alice,28,user@domain,9876543210,USA,102.47,,Pending,1
1029,Bob,32,,9999999999,,177.17,2024/15/01,,1
1061,Bob,41,bob@mail.com,,India,289.61,10/20/2023,,1
1074,David,55,wrong_format,12345,India,283.68,2024/15/01,,1
1091,Alice,thirty,,,India,800.61,not_a_date,,0
1088,Eve,52,wrong_format,phone123,USA,320.03,not_a_date,Pending,0
1061,,47,bob@mail.com,12345,USA,319.23,2024/15/01,Failed,0
1096,,48,user@domain,9999999999,UK,562.4,2024/15/01,,1
1000,,66,alice@mail.com,9999999999,India,453.13,2024/15/01,Pending,1
1026,Eve,22,user@domain,12345,,753.22,,,1
1061,Bob,61,,9876543210,,735.31,2024/15/01,Pending,0
1076,Alice,67,alice@mail.com,12345,India,968.08,10/20/2023,Failed,1
1002,Bob,31,,phone123,India,403.41,,,1
1069,Charlie,-3,bob@mail.com,9876543210,India,403.41,,Failed,0
1071,Bob,,alice@mail.com,9999999999,USA,134.99,2024/15/01,Completed,1
1026,Bob,28,,12345,USA,320.03,10/20/2023,,0
1008,Eve,26,bob@mail.com,,USA,457.18,,Failed,0
1061,Eve,51,user@domain,,,174.37,not_a_date,,1
1036,Eve,29,bob@mail.com,phone123,,756.57,,,1
1096,,52,wrong_format,,,43.05,2024/15/01,,1
1050,Charlie,52,bob@mail.com,12345,UK,897.99,10/20/2023,Pending,0
1043,Eve,18,bob@mail.com,12345,USA,,2024/15/01,,0
1023,Alice,57,wrong_format,,,947.17,not_a_date,Completed,0
1078,,39,,12345,,947.17,not_a_date,Failed,1
1058,David,46,,phone123,,27.77,not_a_date,Pending,1
1031,Alice,25,bob@mail.com,9876543210,USA,453.13,2024/15/01,Failed,1
1095,,28,wrong_format,phone123,UK,396.82,,Completed,1
1087,,58,wrong_format,phone123,USA,524.99,2024/15/01,Completed,0
1051,Alice,54,user@domain,12345,India,203.65,10/20/2023,,0
1061,Eve,31,,9876543210,USA,203.88,,Completed,0
1057,David,47,alice@mail.com,12345,India,549.4,not_a_date,Failed,0
1051,David,52,,9999999999,India,262.94,2024/15/01,,1
1011,,38,,12345,UK,370.06,not_a_date,,1
1038,David,54,user@domain,12345,,446.66,not_a_date,,1
1001,,22,alice@mail.com,12345,USA,822.17,10/20/2023,Failed,0
1002,Charlie,36,user@domain,9876543210,India,898.21,,Failed,0
10A5,Eve,31,alice@mail.com,12345,USA,562.4,10/20/2023,Completed,1
1055,David,43,bob@mail.com,9876543210,,562.4,10/20/2023,Failed,1
1080,,21,alice@mail.com,,,735.31,10/20/2023,Pending,0
1058,,42,user@domain,9999999999,,822.17,not_a_date,Completed,1
1001,Charlie,62,,9876543210,,350.23,10/20/2023,Pending,0
1001,Bob,59,alice@mail.com,,UK,177.17,10/20/2023,,0
1091,Bob,42,alice@mail.com,9876543210,India,378.21,,,0
1053,Charlie,35,wrong_format,9876543210,,103.1,,,1
1086,,57,,9999999999,UK,hundred,10/20/2023,,1
10A5,,25,bob@mail.com,phone123,USA,283.68,,,0
1095,Charlie,56,user@domain,phone123,India,102.47,,Failed,1
1096,Eve,57,bob@mail.com,9876543210,,898.21,10/20/2023,Pending,0
1000,Eve,31,,12345,India,403.41,not_a_date,,0
1018,Bob,49,alice@mail.com,,USA,-50,10/20/2023,Completed,0
1001,David,68,alice@mail.com,12345,,617.34,,Pending,0
1052,,55,,12345,,457.18,not_a_date,Completed,1
1043,Bob,50,alice@mail.com,9876543210,,283.68,2024/15/01,Pending,0
1089,David,40,alice@mail.com,9876543210,,-50,not_a_date,Pending,0
1031,David,32,alice@mail.com,9876543210,UK,27.77,,,1
1069,Eve,50,user@domain,9876543210,UK,170,not_a_date,,0
1031,,42,user@domain,phone123,India,759.91,10/20/2023,,0
1067,Alice,34,wrong_format,9876543210,,759.91,2024/15/01,Pending,1
1054,,50,bob@mail.com,phone123,,27.77,2024/15/01,Failed,1
1074,Alice,64,,phone123,,102.47,2024/15/01,Failed,1
1055,Charlie,thirty,,9876543210,USA,562.4,,Completed,0
1016,Eve,19,,9999999999,USA,370.06,,Completed,1
1037,David,31,wrong_format,,,756.57,2024/15/01,,1
1023,,-3,user@domain,12345,,102.47,not_a_date,Pending,0
1068,Alice,57,wrong_format,phone123,,43.05,2024/15/01,Completed,0
1097,,57,,,UK,760.84,not_a_date,Completed,0
1069,David,68,bob@mail.com,9999999999,USA,203.65,not_a_date,Pending,0
1085,Alice,56,alice@mail.com,12345,UK,524.99,,,0
1010,Alice,68,user@domain,12345,,363.1,not_a_date,Completed,1
1015,Alice,23,user@domain,phone123,,177.17,2024/15/01,,1
1096,,23,wrong_format,9876543210,UK,549.4,,,1
1072,Eve,20,user@domain,9999999999,,262.94,10/20/2023,,0
1058,,24,,phone123,,446.66,10/20/2023,Failed,0
1069,Bob,68,,9999999999,India,617.34,,Failed,0
1079,David,25,wrong_format,9876543210,UK,663.03,2024/15/01,,1
1092,Eve,59,,9876543210,UK,102.47,10/20/2023,Failed,1
1002,Eve,69,bob@mail.com,phone123,,194.86,10/20/2023,,0
1019,Eve,32,wrong_format,9876543210,,800.36,not_a_date,Pending,1
1058,,64,bob@mail.com,,India,396.82,not_a_date,Failed,0
1035,Eve,46,alice@mail.com,12345,,562.4,2024/15/01,Failed,1
1018,,50,bob@mail.com,phone123,USA,663.03,,,1
1089,Eve,69,alice@mail.com,9999999999,USA,103.1,2024/15/01,,1
1066,Charlie,47,alice@mail.com,,India,363.1,,Pending,0
1018,David,56,bob@mail.com,phone123,,262.94,10/20/2023,,1
1019,Eve,44,wrong_format,9876543210,,378.21,not_a_date,,1
1095,David,53,,9876543210,UK,511.98,2024/15/01,,0
1070,Charlie,46,,9876543210,India,549.4,2024/15/01,Pending,1
1051,Charlie,55,alice@mail.com,9876543210,,283.68,,,0
1032,David,50,alice@mail.com,9999999999,UK,370.06,,Pending,0
1039,Alice,54,wrong_format,,USA,800.61,2024/15/01,,0
1038,Bob,44,user@domain,12345,USA,453.13,,,0
1081,,thirty,bob@mail.com,9999999999,UK,898.21,2024/15/01,,0
1000,Alice,50,alice@mail.com,9999999999,India,103.21,2024/15/01,Completed,1
1010,Alice,21,,12345,USA,453.13,2024/15/01,Failed,0
1091,,39,wrong_format,12345,,320.03,10/20/2023,,0
1056,,19,bob@mail.com,9876543210,UK,370.06,,Completed,0
1088,,27,wrong_format,9999999999,UK,457.18,not_a_date,Failed,0
1049,Alice,22,bob@mail.com,phone123,USA,800.61,not_a_date,,1
1022,Eve,27,bob@mail.com,12345,India,556.99,,Pending,0
1030,,50,alice@mail.com,12345,,617.34,2024/15/01,Failed,1
1093,,150,wrong_format,,India,800.61,not_a_date,,0
1041,Charlie,55,wrong_format,phone123,,735.31,not_a_date,Completed,1
1098,,30,,phone123,,800.61,,Failed,0
1006,Alice,48,,12345,USA,262.94,not_a_date,Failed,0
1015,Charlie,64,alice@mail.com,9876543210,USA,602.13,2024/15/01,,1
1089,David,53,alice@mail.com,,USA,457.18,,,0
1059,Bob,62,user@domain,phone123,,897.99,2024/15/01,Pending,1
1001,,41,,12345,India,103.1,not_a_date,,0
1000,David,69,bob@mail.com,phone123,India,369.47,not_a_date,Pending,1
1047,David,,wrong_format,,USA,403.41,2024/15/01,,0
1011,Eve,32,alice@mail.com,,,,10/20/2023,Failed,0
1068,Bob,46,wrong_format,9999999999,India,800.61,not_a_date,Pending,1
1036,David,25,wrong_format,12345,,511.98,10/20/2023,Completed,0
1031,David,22,user@domain,,UK,602.13,not_a_date,Completed,0
1008,Bob,46,,9999999999,UK,177.17,10/20/2023,,0
1098,Bob,64,alice@mail.com,9999999999,UK,947.17,10/20/2023,,0
1018,David,21,wrong_format,phone123,,203.65,10/20/2023,,0
1047,Bob,29,alice@mail.com,phone123,USA,174.37,2024/15/01,,0
1079,David,62,bob@mail.com,9999999999,,800.61,10/20/2023,,1
1002,David,19,user@domain,phone123,,177.17,10/20/2023,Completed,1
1019,Eve,44,bob@mail.com,,,396.82,10/20/2023,Completed,1
1023,Alice,48,alice@mail.com,9876543210,,203.65,not_a_date,,0
1053,David,68,alice@mail.com,,USA,403.41,10/20/2023,Completed,1
1032,Charlie,68,,9999999999,UK,-50,not_a_date,,0
1023,,53,wrong_format,9999999999,USA,369.47,10/20/2023,,0
1074,,53,wrong_format,,,177.17,10/20/2023,Completed,0
1071,Alice,43,bob@mail.com,phone123,,369.47,2024/15/01,Pending,0
1035,Alice,60,user@domain,phone123,,556.99,not_a_date,,1
1037,Alice,44,wrong_format,9999999999,USA,753.22,10/20/2023,,0
1083,Eve,22,,12345,,735.31,not_a_date,,1
1098,David,37,bob@mail.com,phone123,,378.21,not_a_date,Failed,0
1088,Eve,28,bob@mail.com,,India,753.22,,Failed,1
1098,David,27,,phone123,,556.99,2024/15/01,,1
1024,Eve,57,user@domain,,,735.31,2024/15/01,,1
1092,Eve,55,,9999999999,India,370.06,2024/15/01,,1
1017,,23,user@domain,phone123,,549.4,,Failed,1
1081,Charlie,25,,,,898.21,,,1
1065,Eve,40,,9999999999,UK,43.05,2024/15/01,Completed,0
1053,,64,alice@mail.com,12345,,378.21,,,1
1034,Bob,43,bob@mail.com,,USA,562.4,,,0
1079,Charlie,63,,12345,,262.94,,Pending,1
1060,Eve,60,,12345,,262.94,2024/15/01,Pending,0
1040,,29,wrong_format,9876543210,USA,,2024/15/01,,1
1099,Alice,43,bob@mail.com,phone123,USA,370.06,2024/15/01,Completed,1
1032,Bob,30,wrong_format,,UK,562.4,,Failed,0
1067,Bob,57,bob@mail.com,12345,,320.03,2024/15/01,Failed,1
1032,,35,wrong_format,9876543210,,897.99,,Completed,1
1013,Bob,42,,9999999999,UK,370.06,10/20/2023,Failed,1
1020,Charlie,50,,,India,103.1,,,0
1047,Eve,64,alice@mail.com,12345,UK,369.47,not_a_date,,1
1019,Eve,57,wrong_format,phone123,,759.91,2024/15/01,,0
1007,,60,user@domain,9876543210,,134.99,2024/15/01,Completed,1
1006,Alice,29,alice@mail.com,12345,USA,262.94,not_a_date,Failed,1
1066,,61,wrong_format,phone123,,194.86,,Pending,0
1016,Alice,53,wrong_format,12345,,363.1,10/20/2023,Pending,1
1032,Bob,65,alice@mail.com,,UK,735.31,not_a_date,Failed,1
1047,,21,,,,446.66,not_a_date,Pending,0
1075,Alice,22,wrong_format,,,319.23,,Completed,1
1058,Charlie,,,9876543210,India,370.06,2024/15/01,Completed,0
1085,Eve,54,alice@mail.com,,India,822.17,,Failed,0
1021,Bob,25,,phone123,USA,446.66,not_a_date,Pending,0
1029,,59,bob@mail.com,12345,,800.61,not_a_date,Completed,1
1037,Alice,66,user@domain,9999999999,India,822.17,2024/15/01,Completed,0
,,45,wrong_format,phone123,UK,457.18,2024/15/01,,0
1050,Charlie,48,user@domain,phone123,,800.36,2024/15/01,,1
1053,Charlie,26,,,UK,800.36,,Completed,0
1007,Alice,150,wrong_format,9876543210,UK,760.84,2024/15/01,Failed,1
1026,Eve,68,,12345,India,27.77,not_a_date,,1
1026,Alice,46,bob@mail.com,9876543210,,319.23,not_a_date,,1
1097,Bob,31,alice@mail.com,12345,,897.99,10/20/2023,Completed,1
1020,Alice,57,wrong_format,12345,India,562.24,,Completed,0
1029,Charlie,58,bob@mail.com,9876543210,India,800.36,10/20/2023,Completed,0
1096,,39,bob@mail.com,phone123,,174.37,not_a_date,Failed,0
1027,Alice,28,wrong_format,12345,,378.21,10/20/2023,,0
1063,Eve,40,,9876543210,UK,822.17,not_a_date,Completed,0
1096,,18,bob@mail.com,12345,,759.91,10/20/2023,Completed,1
1068,,63,user@domain,9999999999,UK,898.21,2024/15/01,Pending,0
1060,David,54,bob@mail.com,phone123,India,457.18,10/20/2023,Failed,0
1047,Alice,38,,,USA,800.61,2024/15/01,Completed,0
1018,Eve,43,,12345,,897.99,2024/15/01,Pending,1
1003,,63,user@domain,9999999999,India,562.4,,,1
1034,Eve,53,bob@mail.com,,,-50,2024/15/01,Completed,0
1063,,150,,,,350.23,2024/15/01,Completed,1
1048,Charlie,40,wrong_format,12345,USA,177.17,10/20/2023,Pending,0
1016,Eve,18,alice@mail.com,9876543210,USA,369.47,not_a_date,Failed,0
1043,,150,alice@mail.com,12345,UK,760.84,,Completed,1
1091,Eve,thirty,alice@mail.com,9999999999,,283.68,2024/15/01,,1
1029,Eve,68,bob@mail.com,,UK,177.17,,Completed,0
1092,Eve,57,user@domain,12345,India,564.58,10/20/2023,,0
1045,Bob,32,,9876543210,,760.84,2024/15/01,,1
1005,Bob,38,wrong_format,12345,India,-50,10/20/2023,,0
1098,Charlie,64,wrong_format,phone123,UK,753.22,,,1
1036,Alice,26,bob@mail.com,9876543210,,556.99,10/20/2023,Failed,0
1023,Eve,-3,alice@mail.com,9999999999,UK,564.58,,Completed,1
1092,,26,bob@mail.com,,,103.21,10/20/2023,Completed,0
1045,Alice,27,user@domain,12345,UK,800.36,,,0
1052,,69,user@domain,9876543210,USA,-50,not_a_date,,1
1094,Alice,-3,,phone123,UK,947.17,10/20/2023,Completed,0
1098,Charlie,43,,9876543210,USA,369.47,10/20/2023,Completed,0
1059,Eve,58,user@domain,phone123,UK,759.91,not_a_date,Failed,1
1096,Eve,52,user@domain,9999999999,,756.57,not_a_date,Pending,0
1062,David,69,user@domain,,,457.18,10/20/2023,,0
1084,,42,bob@mail.com,9999999999,,663.03,not_a_date,,0
1031,Alice,43,user@domain,12345,,363.1,2024/15/01,Pending,1
1086,Alice,28,wrong_format,9876543210,India,,,Completed,1
1032,Bob,55,alice@mail.com,phone123,,760.84,,Failed,1
1066,David,19,user@domain,phone123,USA,283.68,,Failed,0
1017,,24,alice@mail.com,9876543210,,617.34,2024/15/01,,0
1024,,35,bob@mail.com,9876543210,,756.57,not_a_date,Failed,0
1094,Bob,44,alice@mail.com,12345,USA,289.61,not_a_date,Pending,0
1053,Bob,51,bob@mail.com,9999999999,,319.23,10/20/2023,Completed,1
1057,Bob,44,wrong_format,phone123,USA,898.21,not_a_date,Pending,0
1066,,34,bob@mail.com,12345,UK,760.84,10/20/2023,,0
1045,,60,bob@mail.com,9999999999,India,396.82,2024/15/01,,0
1023,Charlie,61,,12345,India,177.17,,Failed,1
1031,Charlie,68,user@domain,phone123,,562.4,,,0
1046,Bob,150,user@domain,9876543210,India,453.13,,Failed,0
1085,David,41,wrong_format,9876543210,,602.13,not_a_date,Completed,0
1022,Alice,42,wrong_format,9999999999,,549.4,10/20/2023,Completed,0
1065,,24,user@domain,,,370.06,10/20/2023,Completed,0
1026,David,69,,9999999999,India,350.23,2024/15/01,Failed,1
1001,Eve,23,user@domain,,,103.1,not_a_date,,0
1089,,-3,,12345,India,174.37,2024/15/01,Completed,0
1016,,41,wrong_format,12345,,403.41,10/20/2023,,0
1032,Charlie,50,alice@mail.com,phone123,,800.61,10/20/2023,Failed,0
1008,Alice,66,wrong_format,,,646.25,,,0
1042,Alice,46,wrong_format,phone123,USA,194.86,not_a_date,Failed,0
1047,,60,bob@mail.com,9876543210,,446.66,10/20/2023,Failed,0
1038,,39,bob@mail.com,,UK,203.65,,,0
1092,,43,bob@mail.com,9999999999,,617.34,not_a_date,Failed,0
1041,,45,bob@mail.com,9876543210,USA,759.91,2024/15/01,Failed,0
1025,Eve,67,,9876543210,USA,403.41,not_a_date,Pending,1
1098,Eve,38,user@domain,9999999999,India,602.13,not_a_date,Completed,1
